receipt number,PD,notice date,days,month
lin2090417360,2020-06-29 00:00:00,2021-02-25 00:00:00,241,21-Feb
lin2090428606,2020-07-06 00:00:00,2021-02-25 00:00:00,234,21-Feb
lin2090414436,2020-06-26 00:00:00,2021-02-25 00:00:00,244,21-Feb
lin2090389004,2020-06-15 00:00:00,2021-02-25 00:00:00,255,21-Feb
lin2090414433,2020-06-26 00:00:00,2021-02-25 00:00:00,244,21-Feb
lin2090391807,2020-06-11 00:00:00,2021-02-25 00:00:00,259,21-Feb
lin2090426248,2020-07-03 00:00:00,2021-02-25 00:00:00,237,21-Feb
lin2090428760,2020-07-06 00:00:00,2021-02-25 00:00:00,234,21-Feb
lin2090434150,2020-07-10 00:00:00,2021-02-25 00:00:00,230,21-Feb
lin2090428759,2020-07-06 00:00:00,2021-02-25 00:00:00,234,21-Feb
lin2090434215,2020-07-10 00:00:00,2021-02-25 00:00:00,230,21-Feb
lin2090368843,2020-06-01 00:00:00,2021-02-25 00:00:00,269,21-Feb
lin2090438561,2020-07-13 00:00:00,2021-02-25 00:00:00,227,21-Feb
lin2090369984,2020-06-01 00:00:00,2021-02-25 00:00:00,269,21-Feb
lin2090355201,2020-05-21 00:00:00,2021-02-25 00:00:00,280,21-Feb
lin2090369946,2020-06-01 00:00:00,2021-02-25 00:00:00,269,21-Feb
lin2090544778,2020-08-25 00:00:00,2021-02-25 00:00:00,184,21-Feb
lin2090434204,2020-07-10 00:00:00,2021-02-25 00:00:00,230,21-Feb
lin2090428261,2020-07-06 00:00:00,2021-02-25 00:00:00,234,21-Feb
lin2090428605,2020-07-06 00:00:00,2021-02-25 00:00:00,234,21-Feb
lin2090369945,2020-06-01 00:00:00,2021-02-25 00:00:00,269,21-Feb
lin2090434214,2020-07-10 00:00:00,2021-02-25 00:00:00,230,21-Feb
lin2090389000,2020-06-15 00:00:00,2021-02-25 00:00:00,255,21-Feb
lin2090426962,2020-07-03 00:00:00,2021-02-25 00:00:00,237,21-Feb
lin2090434213,2020-07-10 00:00:00,2021-02-25 00:00:00,230,21-Feb
lin2090428260,2020-07-06 00:00:00,2021-02-26 00:00:00,235,21-Feb
lin2090428603,2020-07-06 00:00:00,2021-02-26 00:00:00,235,21-Feb
lin2090424661,2020-07-02 00:00:00,2021-02-26 00:00:00,239,21-Feb
lin2090312307,2020-04-22 00:00:00,2021-02-26 00:00:00,310,21-Feb
lin2090438154,2020-07-13 00:00:00,2021-02-26 00:00:00,228,21-Feb
lin2090416362,2020-06-26 00:00:00,2021-02-26 00:00:00,245,21-Feb
lin2090494439,2020-08-05 00:00:00,2021-02-26 00:00:00,205,21-Feb
lin2090439213,2020-07-14 00:00:00,2021-02-26 00:00:00,227,21-Feb
lin2090463604,2020-07-24 00:00:00,2021-02-27 00:00:00,218,21-Feb
lin2090462629,2020-07-24 00:00:00,2021-02-27 00:00:00,218,21-Feb
lin 209046256,2020-07-24 00:00:00,2021-02-27 00:00:00,218,21-Feb
lin 209046256,2020-07-24 00:00:00,2021-02-27 00:00:00,218,21-Feb
lin2090464227,2020-07-24 00:00:00,2021-02-27 00:00:00,218,21-Feb
lin2090463620,2020-07-24 00:00:00,2021-02-27 00:00:00,218,21-Feb
lin2090463621,2020-07-24 00:00:00,2021-02-27 00:00:00,218,21-Feb
lin2090462564,2020-07-24 00:00:00,2021-02-27 00:00:00,218,21-Feb
lin2090356914,2020-05-22 00:00:00,2021-02-26 00:00:00,280,21-Feb
lin2090415073,2020-06-26 00:00:00,2021-03-01 00:00:00,248,21-Mar
lin2090388948,2020-06-15 00:00:00,2021-03-01 00:00:00,259,21-Mar
lin2090445679,2020-07-16 00:00:00,2021-03-01 00:00:00,228,21-Mar
lin2090417356,2020-06-29 00:00:00,2021-03-01 00:00:00,245,21-Mar
lin2090445715,2020-07-16 00:00:00,2021-03-01 00:00:00,228,21-Mar
lin2090322775,2020-04-30 00:00:00,2021-03-02 00:00:00,306,21-Mar
lin2090445680,2020-07-16 00:00:00,2021-03-02 00:00:00,229,21-Mar
lin2090445562,2020-07-16 00:00:00,2021-03-02 00:00:00,229,21-Mar
lin2090445681,2020-07-16 00:00:00,2021-03-02 00:00:00,229,21-Mar
lin2090514970,2020-08-14 00:00:00,2021-03-02 00:00:00,200,21-Mar
lin2090438202,2020-07-13 00:00:00,2021-03-02 00:00:00,232,21-Mar
lin2090484381,2020-07-30 00:00:00,2021-03-02 00:00:00,215,21-Mar
lin2090454945,2020-04-16 00:00:00,2021-03-02 00:00:00,320,21-Mar
lin2090426633,2020-07-03 00:00:00,2021-03-02 00:00:00,242,21-Mar
lin2090454944,2020-07-21 00:00:00,2021-03-02 00:00:00,224,21-Mar
lin2090438514,2020-07-13 00:00:00,2021-03-02 00:00:00,232,21-Mar
lin2090323334,2020-04-30 00:00:00,2021-03-02 00:00:00,306,21-Mar
lin2090438347,2020-07-13 00:00:00,2021-03-03 00:00:00,233,21-Mar
lin2090460707,2020-07-23 00:00:00,2021-03-03 00:00:00,223,21-Mar
lin2090460704,2020-07-23 00:00:00,2021-03-03 00:00:00,223,21-Mar
lin2090460706,2020-07-23 00:00:00,2021-03-03 00:00:00,223,21-Mar
lin2090434207,2020-07-10 00:00:00,2021-03-03 00:00:00,236,21-Mar
lin2090372211,2020-06-02 00:00:00,2021-03-03 00:00:00,274,21-Mar
lin2090443128,2020-07-08 00:00:00,2021-03-03 00:00:00,238,21-Mar
lin2090460643,2020-07-23 00:00:00,2021-03-03 00:00:00,223,21-Mar
lin2090417359,2020-06-29 00:00:00,2021-03-03 00:00:00,247,21-Mar
lin2090439212,2020-07-14 00:00:00,2021-03-04 00:00:00,233,21-Mar
lin2090460640,2020-07-23 00:00:00,2021-03-04 00:00:00,224,21-Mar
lin2090428259,2020-07-06 00:00:00,2021-03-04 00:00:00,241,21-Mar
lin2090460641,2020-07-23 00:00:00,2021-03-04 00:00:00,224,21-Mar
lin2090460645,2020-07-23 00:00:00,2021-03-04 00:00:00,224,21-Mar
lin2090460642,2020-07-23 00:00:00,2021-03-04 00:00:00,224,21-Mar
lin2090434206,2020-07-10 00:00:00,2021-03-04 00:00:00,237,21-Mar
lin2090438346,2020-07-13 00:00:00,2021-03-02 00:00:00,232,21-Mar
lin2090438515,2020-07-13 00:00:00,2021-03-05 00:00:00,235,21-Mar
lin2090435212,2020-07-10 00:00:00,2021-03-05 00:00:00,238,21-Mar
lin2090434205,2020-07-10 00:00:00,2021-03-05 00:00:00,238,21-Mar
lin2090438205,2020-07-13 00:00:00,2021-03-08 00:00:00,238,21-Mar
lin2090438155,2020-07-13 00:00:00,2021-03-08 00:00:00,238,21-Mar
lin2090441158,2020-07-13 00:00:00,2021-03-08 00:00:00,238,21-Mar
lin2090475748,2020-07-30 00:00:00,2021-03-08 00:00:00,221,21-Mar
lin2090475745,2020-07-30 00:00:00,2021-03-08 00:00:00,221,21-Mar
lin2090438165,2020-07-13 00:00:00,2021-03-08 00:00:00,238,21-Mar
lin2090475621,2020-07-30 00:00:00,2021-03-09 00:00:00,222,21-Mar
lin2090475747,2020-07-30 00:00:00,2021-03-09 00:00:00,222,21-Mar
lin2090372170,2020-06-02 00:00:00,2021-03-09 00:00:00,280,21-Mar
lin2090424660,2020-07-02 00:00:00,2021-03-09 00:00:00,250,21-Mar
lin2090529313,2020-08-27 00:00:00,2021-03-09 00:00:00,194,21-Mar
lin2090479779,2020-08-03 00:00:00,2021-03-10 00:00:00,219,21-Mar
lin2090479578,2020-08-03 00:00:00,2021-03-10 00:00:00,219,21-Mar
lin2090478134,2020-08-03 00:00:00,2021-03-10 00:00:00,219,21-Mar
lin2090479577,2020-08-03 00:00:00,2021-03-10 00:00:00,219,21-Mar
lin2090478135,2020-08-03 00:00:00,2021-03-10 00:00:00,219,21-Mar
lin2090496463,2020-08-13 00:00:00,2021-03-11 00:00:00,210,21-Mar
lin2090486295,2020-08-06 00:00:00,2021-03-11 00:00:00,217,21-Mar
lin2090435213,2020-07-10 00:00:00,2021-03-11 00:00:00,244,21-Mar
lin2090497529,2020-08-13 00:00:00,2021-03-11 00:00:00,210,21-Mar
lin2090478798,2020-08-03 00:00:00,2021-03-11 00:00:00,220,21-Mar
lin2090492881,2020-08-11 00:00:00,2021-03-11 00:00:00,212,21-Mar
lin2090543525,2020-08-25 00:00:00,2021-03-11 00:00:00,198,21-Mar
lin2190000637,2020-09-18 00:00:00,2021-03-11 00:00:00,174,21-Mar
lin2090471269,2020-07-28 00:00:00,2021-03-12 00:00:00,227,21-Mar
lin2090434203,2020-07-10 00:00:00,2021-03-12 00:00:00,245,21-Mar
lin2090426402,2020-07-03 00:00:00,2021-03-15 00:00:00,255,21-Mar
lin2090479777,2020-08-03 00:00:00,2021-03-15 00:00:00,224,21-Mar
lin2090438990,2020-07-14 00:00:00,2021-03-15 00:00:00,244,21-Mar
lin2090501574,2020-08-14 00:00:00,2021-03-16 00:00:00,214,21-Mar
lin2090501577,2020-08-14 00:00:00,2021-03-16 00:00:00,214,21-Mar
lin2090478356,2020-08-03 00:00:00,2021-03-16 00:00:00,225,21-Mar
lin2090479576,2020-08-03 00:00:00,2021-03-16 00:00:00,225,21-Mar
lin2090476136,2020-07-30 00:00:00,2021-03-16 00:00:00,229,21-Mar
lin2090475578,2020-07-30 00:00:00,2021-03-16 00:00:00,229,21-Mar
lin2090475746,2020-07-30 00:00:00,2021-03-16 00:00:00,229,21-Mar
lin2090478797,2020-08-03 00:00:00,2021-03-16 00:00:00,225,21-Mar
lin2090476137,2020-07-30 00:00:00,2021-03-16 00:00:00,229,21-Mar
lin2090479631,2020-08-03 00:00:00,2021-03-16 00:00:00,225,21-Mar
lin2090501358,2020-08-14 00:00:00,2021-03-16 00:00:00,214,21-Mar
lin2090501578,2020-08-14 00:00:00,2021-03-16 00:00:00,214,21-Mar
lin2090501576,2020-08-14 00:00:00,2021-03-16 00:00:00,214,21-Mar
lin2090252833,2020-03-09 00:00:00,2021-03-16 00:00:00,372,21-Mar
lin2090424662,2020-07-02 00:00:00,2021-03-16 00:00:00,257,21-Mar
lin2090438203,2020-07-13 00:00:00,2021-03-18 00:00:00,248,21-Mar
lin2090564809,2020-09-17 00:00:00,2021-03-18 00:00:00,182,21-Mar
lin2090564454,2020-09-16 00:00:00,2021-03-18 00:00:00,183,21-Mar
lin2090501734,2020-08-14 00:00:00,2021-03-18 00:00:00,216,21-Mar
lin2090518021,2020-08-21 00:00:00,2021-03-18 00:00:00,209,21-Mar
lin2090476196,2020-07-30 00:00:00,2021-03-18 00:00:00,231,21-Mar
lin2090501737,2020-08-14 00:00:00,2021-03-18 00:00:00,216,21-Mar
lin2090087325,2019-11-19 00:00:00,2021-03-18 00:00:00,485,21-Mar
lin2090489085,2020-08-10 00:00:00,2021-03-18 00:00:00,220,21-Mar
lin2090230310,2020-02-20 00:00:00,2021-03-17 00:00:00,391,21-Mar
lin2090501156,2020-08-14 00:00:00,2021-03-17 00:00:00,215,21-Mar
lin2090500483,2020-08-14 00:00:00,2021-03-17 00:00:00,215,21-Mar
lin2090460648,2020-07-23 00:00:00,2021-03-17 00:00:00,237,21-Mar
lin2090502854,2020-08-17 00:00:00,2021-03-17 00:00:00,212,21-Mar
lin2090502887,2020-08-17 00:00:00,2021-03-17 00:00:00,212,21-Mar
lin2090501575,2020-08-14 00:00:00,2021-03-17 00:00:00,215,21-Mar
lin 209043414,2020-07-10 00:00:00,2021-03-17 00:00:00,250,21-Mar
lin2090478167,2020-08-03 00:00:00,2021-03-17 00:00:00,226,21-Mar
lin2090477570,2020-07-31 00:00:00,2021-03-17 00:00:00,229,21-Mar
lin2090501579,2020-08-14 00:00:00,2021-03-17 00:00:00,215,21-Mar
lin2090501735,2020-08-14 00:00:00,2021-03-17 00:00:00,215,21-Mar
lin2090119567,2019-12-12 00:00:00,2021-03-19 00:00:00,463,21-Mar
lin2090503489,2020-08-17 00:00:00,2021-03-19 00:00:00,214,21-Mar
lin2090486294,2020-08-06 00:00:00,2021-03-19 00:00:00,225,21-Mar
lin2090502853,2020-08-17 00:00:00,2021-03-19 00:00:00,214,21-Mar
lin2090501157,2020-08-14 00:00:00,2021-03-20 00:00:00,218,21-Mar
lin2090503610,2020-08-17 00:00:00,2021-03-22 00:00:00,217,21-Mar
lin2090517898,2020-08-21 00:00:00,2021-03-22 00:00:00,213,21-Mar
lin2090476194,2020-07-30 00:00:00,2021-03-22 00:00:00,235,21-Mar
lin2090502977,2020-08-17 00:00:00,2021-03-22 00:00:00,217,21-Mar
lin2090503488,2020-08-17 00:00:00,2021-03-22 00:00:00,217,21-Mar
lin2090503490,2020-08-17 00:00:00,2021-03-22 00:00:00,217,21-Mar
lin2090503612,2020-08-17 00:00:00,2021-03-22 00:00:00,217,21-Mar
lin2090478166,2020-08-03 00:00:00,2021-03-22 00:00:00,231,21-Mar
lin2090502851,2020-08-17 00:00:00,2021-03-22 00:00:00,217,21-Mar
lin2090517897,2020-08-21 00:00:00,2021-03-22 00:00:00,213,21-Mar
lin2090478357,2020-08-03 00:00:00,2021-03-22 00:00:00,231,21-Mar
lin2090475889,2020-07-30 00:00:00,2021-03-22 00:00:00,235,21-Mar
lin2090502981,2020-08-17 00:00:00,2021-03-22 00:00:00,217,21-Mar
lin2090502852,2020-08-17 00:00:00,2021-03-22 00:00:00,217,21-Mar
lin2090486451,2020-08-06 00:00:00,2021-03-22 00:00:00,228,21-Mar
lin2090501359,2020-08-14 00:00:00,2021-03-22 00:00:00,220,21-Mar
lin2090531034,2020-08-31 00:00:00,2021-03-24 00:00:00,205,21-Mar
lin2090529314,2020-08-27 00:00:00,2021-03-24 00:00:00,209,21-Mar
lin2090531032,2020-08-31 00:00:00,2021-03-24 00:00:00,205,21-Mar
lin2090528629,2020-08-27 00:00:00,2021-03-24 00:00:00,209,21-Mar
lin2090529309,2020-08-27 00:00:00,2021-03-24 00:00:00,209,21-Mar
lin2090528497,2020-08-27 00:00:00,2021-03-24 00:00:00,209,21-Mar
lin2090492731,2020-08-11 00:00:00,2021-03-24 00:00:00,225,21-Mar
lin2090529597,2020-08-27 00:00:00,2021-03-24 00:00:00,209,21-Mar
lin2090492729,2020-08-11 00:00:00,2021-03-24 00:00:00,225,21-Mar
lin2090475890,2020-07-30 00:00:00,2021-03-24 00:00:00,237,21-Mar
lin2090492880,2020-08-11 00:00:00,2021-03-24 00:00:00,225,21-Mar
lin2090528531,2020-08-25 00:00:00,2021-03-24 00:00:00,211,21-Mar
lin2090529344,2020-08-27 00:00:00,2021-03-24 00:00:00,209,21-Mar
lin2090488943,2020-08-10 00:00:00,2021-03-24 00:00:00,226,21-Mar
lin2090501132,2020-08-14 00:00:00,2021-03-24 00:00:00,222,21-Mar
lin2090363242,2020-05-27 00:00:00,2021-03-25 00:00:00,302,21-Mar
lin2090531033,2020-08-31 00:00:00,2021-03-25 00:00:00,206,21-Mar
lin2090533928,2020-09-02 00:00:00,2021-03-26 00:00:00,205,21-Mar
lin2090528499,2020-08-27 00:00:00,2021-03-23 00:00:00,208,21-Mar
lin2090529595,2020-08-27 00:00:00,2021-03-23 00:00:00,208,21-Mar
lin2090452812,2020-07-20 00:00:00,2021-03-23 00:00:00,246,21-Mar
lin2090529341,2020-08-27 00:00:00,2021-03-23 00:00:00,208,21-Mar
lin2090475620,2020-07-30 00:00:00,2021-03-23 00:00:00,236,21-Mar
lin2090478116,2020-08-03 00:00:00,2021-03-23 00:00:00,232,21-Mar
lin2090517983,2020-08-21 00:00:00,2021-03-23 00:00:00,214,21-Mar
lin2090235522,2020-02-24 00:00:00,2021-03-23 00:00:00,393,21-Mar
lin2090517895,2020-08-21 00:00:00,2021-03-23 00:00:00,214,21-Mar
lin2090529310,2020-08-27 00:00:00,2021-03-23 00:00:00,208,21-Mar
lin2090528606,2020-08-25 00:00:00,2021-03-23 00:00:00,210,21-Mar
lin2090514780,2020-08-20 00:00:00,2021-03-25 00:00:00,217,21-Mar
lin2090562497,2020-09-14 00:00:00,2021-03-26 00:00:00,193,21-Mar
lin2090533757,2020-09-02 00:00:00,2021-03-26 00:00:00,205,21-Mar
lin2090404068,2020-06-22 00:00:00,2021-03-26 00:00:00,277,21-Mar
lin2090533929,2020-09-02 00:00:00,2021-03-26 00:00:00,205,21-Mar
lin2090531209,2020-01-20 00:00:00,2021-03-26 00:00:00,431,21-Mar
lin2090533887,2020-09-02 00:00:00,2021-03-26 00:00:00,205,21-Mar
lin2090501580,2020-08-14 00:00:00,2021-03-26 00:00:00,224,21-Mar
lin2090471387,2020-07-28 00:00:00,2021-03-29 00:00:00,244,21-Mar
lin2090471449,2020-07-28 00:00:00,2021-03-29 00:00:00,244,21-Mar
lin2090471430,2020-07-28 00:00:00,2021-03-29 00:00:00,244,21-Mar
lin2090518019,2020-08-21 00:00:00,2021-03-30 00:00:00,221,21-Mar
lin2090490427,2020-08-10 00:00:00,2021-03-30 00:00:00,232,21-Mar
lin2090542689,2020-09-09 00:00:00,2021-03-30 00:00:00,202,21-Mar
lin2090501573,2020-08-14 00:00:00,2021-03-30 00:00:00,228,21-Mar
lin2090503608,2020-08-17 00:00:00,2021-03-30 00:00:00,225,21-Mar
lin2090492878,2020-08-11 00:00:00,2021-03-30 00:00:00,231,21-Mar
lin2090414446,2018-05-23 00:00:00,2021-03-30 00:00:00,1042,21-Mar
lin2090486296,2020-08-06 00:00:00,2021-03-30 00:00:00,236,21-Mar
lin2090486448,2020-08-06 00:00:00,2021-03-30 00:00:00,236,21-Mar
lin2090540515,2020-09-08 00:00:00,2021-03-31 00:00:00,204,21-Mar
lin2090486297,2020-08-06 00:00:00,2021-03-31 00:00:00,237,21-Mar
lin2090544501,2020-09-10 00:00:00,2021-03-31 00:00:00,202,21-Mar
lin2090540825,2020-09-08 00:00:00,2021-03-31 00:00:00,204,21-Mar
lin2090540905,2020-09-08 00:00:00,2021-03-31 00:00:00,204,21-Mar
lin2090540527,2020-09-08 00:00:00,2021-03-31 00:00:00,204,21-Mar
lin2090272816,2020-03-19 00:00:00,2021-03-31 00:00:00,377,21-Mar
lin2090540607,2020-09-08 00:00:00,2021-03-31 00:00:00,204,21-Mar
lin2090540596,2020-09-08 00:00:00,2021-03-31 00:00:00,204,21-Mar
lin2090540606,2020-09-08 00:00:00,2021-03-31 00:00:00,204,21-Mar
lin2090540904,2020-09-08 00:00:00,2021-03-31 00:00:00,204,21-Mar
lin2090540526,2020-09-08 00:00:00,2021-03-31 00:00:00,204,21-Mar
lin2090540423,2020-09-08 00:00:00,2021-04-01 00:00:00,205,21-Apr
lin2090542914,2020-09-10 00:00:00,2021-04-01 00:00:00,203,21-Apr
lin2090540483,2020-09-08 00:00:00,2021-04-01 00:00:00,205,21-Apr
lin2090540723,2020-09-08 00:00:00,2021-04-01 00:00:00,205,21-Apr
lin2090531152,2020-08-31 00:00:00,2021-04-01 00:00:00,213,21-Apr
lin2090540702,2020-09-08 00:00:00,2021-04-01 00:00:00,205,21-Apr
lin2090540484,2020-09-08 00:00:00,2021-04-01 00:00:00,205,21-Apr
lin2090258332,2020-03-11 00:00:00,2021-04-01 00:00:00,386,21-Apr
lin2090540907,2020-09-08 00:00:00,2021-04-01 00:00:00,205,21-Apr
lin2090497528,2020-08-13 00:00:00,2021-04-02 00:00:00,232,21-Apr
lin2090475594,2020-07-30 00:00:00,2021-04-02 00:00:00,246,21-Apr
lin2090462603,2020-07-24 00:00:00,2021-04-02 00:00:00,252,21-Apr
lin2090529312,2020-08-27 00:00:00,2021-04-02 00:00:00,218,21-Apr
lin2090455037,2020-07-21 00:00:00,2021-04-02 00:00:00,255,21-Apr
lin2090530533,2020-08-31 00:00:00,2021-04-02 00:00:00,214,21-Apr
lin2090488944,2020-08-10 00:00:00,2021-04-02 00:00:00,235,21-Apr
lin2090489084,2020-08-10 00:00:00,2021-04-02 00:00:00,235,21-Apr
lin2090457580,2020-07-21 00:00:00,2021-04-02 00:00:00,255,21-Apr
lin2090457590,2020-04-21 00:00:00,2021-04-05 00:00:00,349,21-Apr
lin2090506148,2020-08-17 00:00:00,2021-04-05 00:00:00,231,21-Apr
lin2090455041,2020-07-21 00:00:00,2021-04-05 00:00:00,258,21-Apr
lin2090548561,2020-09-01 00:00:00,2021-04-05 00:00:00,216,21-Apr
lin2090457585,2020-07-21 00:00:00,2021-04-05 00:00:00,258,21-Apr
lin2090501158,2020-08-14 00:00:00,2021-04-05 00:00:00,234,21-Apr
lin2090456165,2020-07-21 00:00:00,2021-04-05 00:00:00,258,21-Apr
lin2090528498,2020-08-27 00:00:00,2021-04-06 00:00:00,222,21-Apr
lin2090531701,2020-08-31 00:00:00,2021-04-06 00:00:00,218,21-Apr
lin2090452048,2020-07-20 00:00:00,2021-04-06 00:00:00,260,21-Apr
lin2090564205,2020-08-28 00:00:00,2021-04-06 00:00:00,221,21-Apr
lin2090549026,2020-09-14 00:00:00,2021-04-06 00:00:00,204,21-Apr
lin2090552726,2020-09-16 00:00:00,2021-04-06 00:00:00,202,21-Apr
lin2090517985,2020-08-21 00:00:00,2021-04-06 00:00:00,228,21-Apr
lin2090452026,2020-07-20 00:00:00,2021-04-06 00:00:00,260,21-Apr
lin2090486450,2020-08-06 00:00:00,2021-04-06 00:00:00,243,21-Apr
lin2090514827,2020-08-20 00:00:00,2021-04-06 00:00:00,229,21-Apr
lin2090551308,2020-09-15 00:00:00,2021-04-06 00:00:00,203,21-Apr
lin2090529596,2020-08-27 00:00:00,2021-04-06 00:00:00,222,21-Apr
lin2090454943,2020-07-21 00:00:00,2021-04-06 00:00:00,259,21-Apr
lin2090531703,2020-08-31 00:00:00,2021-04-06 00:00:00,218,21-Apr
lin2090548010,2020-09-14 00:00:00,2021-04-06 00:00:00,204,21-Apr
lin2090457582,2020-07-21 00:00:00,2021-04-06 00:00:00,259,21-Apr
lin2090503559,2020-08-17 00:00:00,2021-04-06 00:00:00,232,21-Apr
lin2090452814,2020-07-20 00:00:00,2021-04-06 00:00:00,260,21-Apr
lin2090463513,2019-09-12 00:00:00,2021-04-06 00:00:00,572,21-Apr
lin2090531705,2020-08-31 00:00:00,2021-04-06 00:00:00,218,21-Apr
lin2090451280,2020-07-20 00:00:00,2021-04-06 00:00:00,260,21-Apr
lin2090552760,2020-09-16 00:00:00,2021-04-06 00:00:00,202,21-Apr
lin2090552758,2020-09-16 00:00:00,2021-04-06 00:00:00,202,21-Apr
lin2090489086,2020-08-10 00:00:00,2021-04-07 00:00:00,240,21-Apr
lin2090488751,2020-08-10 00:00:00,2021-04-07 00:00:00,240,21-Apr
lin2090491804,2020-08-10 00:00:00,2021-04-07 00:00:00,240,21-Apr
lin2090542913,2020-09-10 00:00:00,2021-04-07 00:00:00,209,21-Apr
lin2090548088,2020-09-14 00:00:00,2021-04-07 00:00:00,205,21-Apr
lin2090503487,2020-08-17 00:00:00,2021-04-07 00:00:00,233,21-Apr
lin2090548109,2020-09-14 00:00:00,2021-04-08 00:00:00,206,21-Apr
lin2090548514,2020-09-14 00:00:00,2021-04-08 00:00:00,206,21-Apr
lin2090488752,2020-08-10 00:00:00,2021-04-08 00:00:00,241,21-Apr
lin2090548007,2020-09-14 00:00:00,2021-04-08 00:00:00,206,21-Apr
lin2090547549,2020-09-14 00:00:00,2021-04-08 00:00:00,206,21-Apr
lin2090548470,2020-09-14 00:00:00,2021-04-08 00:00:00,206,21-Apr
lin2090528709,2020-08-25 00:00:00,2021-04-09 00:00:00,227,21-Apr
lin2090457581,2020-07-21 00:00:00,2021-04-09 00:00:00,262,21-Apr
lin2090548687,2020-09-01 00:00:00,2021-04-09 00:00:00,220,21-Apr
lin2090517984,2020-08-21 00:00:00,2021-04-09 00:00:00,231,21-Apr
lin2090528501,2020-08-27 00:00:00,2021-04-12 00:00:00,228,21-Apr
lin2090503486,2020-08-17 00:00:00,2021-04-12 00:00:00,238,21-Apr
lin2090531702,2020-08-31 00:00:00,2021-04-12 00:00:00,224,21-Apr
lin2090496461,2020-08-13 00:00:00,2021-04-12 00:00:00,242,21-Apr
lin2090517907,2020-08-21 00:00:00,2021-04-12 00:00:00,234,21-Apr
lin2090518020,2020-08-21 00:00:00,2021-04-12 00:00:00,234,21-Apr
lin2090517896,2020-08-21 00:00:00,2021-04-12 00:00:00,234,21-Apr
lin2090529342,2020-08-27 00:00:00,2021-04-12 00:00:00,228,21-Apr
lin2090497532,2020-08-13 00:00:00,2021-04-13 00:00:00,243,21-Apr
lin2090253504,2020-03-09 00:00:00,2021-04-12 00:00:00,399,21-Apr
lin2090554915,2020-09-18 00:00:00,2021-04-13 00:00:00,207,21-Apr
lin2090528500,2020-08-27 00:00:00,2021-04-13 00:00:00,229,21-Apr
lin2090517982,2020-08-21 00:00:00,2021-04-13 00:00:00,235,21-Apr
lin2090555039,2020-09-18 00:00:00,2021-04-13 00:00:00,207,21-Apr
lin2090517260,2020-08-21 00:00:00,2021-04-13 00:00:00,235,21-Apr
lin2090550773,2020-09-03 00:00:00,2021-04-13 00:00:00,222,21-Apr
lin2090515057,2020-08-20 00:00:00,2021-04-13 00:00:00,236,21-Apr
lin2090496465,2020-08-13 00:00:00,2021-04-14 00:00:00,244,21-Apr
lin2090528505,2020-08-25 00:00:00,2021-04-14 00:00:00,232,21-Apr
lin2090548029,2020-09-14 00:00:00,2021-04-14 00:00:00,212,21-Apr
lin2090517259,2020-08-21 00:00:00,2021-04-14 00:00:00,236,21-Apr
lin2090540906,2020-09-08 00:00:00,2021-04-14 00:00:00,218,21-Apr
lin2090557908,2020-09-21 00:00:00,2021-04-14 00:00:00,205,21-Apr
lin2090428599,2020-07-06 00:00:00,2021-04-15 00:00:00,283,21-Apr
lin2090501159,2020-08-14 00:00:00,2021-04-15 00:00:00,244,21-Apr
lin2090517262,2020-08-21 00:00:00,2021-04-15 00:00:00,237,21-Apr
lin2090558291,2020-09-21 00:00:00,2021-04-15 00:00:00,206,21-Apr
lin2090557912,2020-09-21 00:00:00,2021-04-15 00:00:00,206,21-Apr
lin2090528496,2020-08-27 00:00:00,2021-04-16 00:00:00,232,21-Apr
lin2090548006,2020-09-14 00:00:00,2021-04-16 00:00:00,214,21-Apr
lin2090562761,2020-09-22 00:00:00,2021-04-16 00:00:00,206,21-Apr
lin2090562790,2020-09-22 00:00:00,2021-04-16 00:00:00,206,21-Apr
lin2090515058,2020-08-20 00:00:00,2021-04-16 00:00:00,239,21-Apr
lin2090509895,2020-08-19 00:00:00,2021-04-16 00:00:00,240,21-Apr
lin2090563323,2020-09-22 00:00:00,2021-04-16 00:00:00,206,21-Apr
lin2090478169,2020-08-03 00:00:00,2021-04-19 00:00:00,259,21-Apr
lin2090562676,2020-09-22 00:00:00,2021-04-19 00:00:00,209,21-Apr
lin2090529594,2020-08-27 00:00:00,2021-04-19 00:00:00,235,21-Apr
lin2090562803,2020-09-22 00:00:00,2021-04-19 00:00:00,209,21-Apr
lin2090562732,2020-09-22 00:00:00,2021-04-19 00:00:00,209,21-Apr
lin2090548025,2020-09-14 00:00:00,2021-04-20 00:00:00,218,21-Apr
lin2090478168,2020-08-03 00:00:00,2021-04-20 00:00:00,260,21-Apr
lin2090479630,2020-08-03 00:00:00,2021-04-20 00:00:00,260,21-Apr
lin2090548471,2020-09-14 00:00:00,2021-04-20 00:00:00,218,21-Apr
lin 209056272,2020-09-22 00:00:00,2021-04-20 00:00:00,210,21-Apr
lin2090529345,2020-08-27 00:00:00,2021-01-20 00:00:00,146,21-Jan
lin2090529343,2020-08-27 00:00:00,2021-04-20 00:00:00,236,21-Apr
lin2190002319,2020-09-28 00:00:00,2021-04-21 00:00:00,205,21-Apr
lin2090463514,2020-07-24 00:00:00,2021-04-22 00:00:00,272,21-Apr
lin2090462644,2020-07-24 00:00:00,2021-04-22 00:00:00,272,21-Apr
lin2090462643,2020-07-24 00:00:00,2021-04-22 00:00:00,272,21-Apr
