receipt number,PD,notice date,days,month
SRC1890594433,8/3/2018,2020-01-24 00:00:00,539,20-Jan
SRC1990110613,11/28/2018,2020-01-24 00:00:00,422,20-Jan
SRC1990191142,1/24/2019,2020-01-24 00:00:00,365,20-Jan
SRC1990241614,2/25/2019,2020-01-24 00:00:00,333,20-Jan
SRC1990528052,8/23/2019,2020-01-27 00:00:00,157,20-Jan
SRC1990357520,5/2/2019,2020-01-27 00:00:00,270,20-Jan
SRC1990357519,5/2/2019,2020-01-27 00:00:00,270,20-Jan
SRC1990357517,5/2/2019,2020-01-27 00:00:00,270,20-Jan
SRC1990357515,5/2/2019,2020-01-27 00:00:00,270,20-Jan
SRC1990341326,4/22/2019,2020-01-27 00:00:00,280,20-Jan
SRC1990341323,4/22/2019,2020-01-27 00:00:00,280,20-Jan
SRC1990260503,3/7/2019,2020-01-27 00:00:00,326,20-Jan
SRC1990260406,3/7/2019,2020-01-27 00:00:00,326,20-Jan
SRC1990238720,2/22/2019,2020-01-27 00:00:00,339,20-Jan
SRC1990109515,12/3/2018,2020-01-27 00:00:00,420,20-Jan
SRC1990049448,10/22/2018,2020-01-27 00:00:00,462,20-Jan
SRC1890514749,6/22/2018,2020-01-27 00:00:00,584,20-Jan
SRC1990264515,3/8/2019,2020-01-28 00:00:00,326,20-Jan
SRC1990301454,4/1/2019,2020-01-29 00:00:00,303,20-Jan
SRC1990266016,3/11/2019,2020-01-29 00:00:00,324,20-Jan
SRC1990241407,2/25/2019,2020-01-29 00:00:00,338,20-Jan
SRC1990224671,2/14/2019,2020-01-29 00:00:00,349,20-Jan
SRC1990224609,2/14/2019,2020-01-29 00:00:00,349,20-Jan
SRC1990136888,12/13/2018,2020-01-29 00:00:00,412,20-Jan
SRC1990126474,12/10/2018,2020-01-29 00:00:00,415,20-Jan
SRC1890646577,8/29/2018,2020-01-29 00:00:00,518,20-Jan
SRC1890633558,8/31/2018,2020-01-29 00:00:00,516,20-Jan
SRC1990224598,2/14/2019,2020-01-29 00:00:00,349,20-Jan
SRC1990100241,11/19/2018,2020-01-30 00:00:00,437,20-Jan
SRC1990106929,11/21/2018,2020-01-30 00:00:00,435,20-Jan
SRC1990120909,12/5/2018,2020-01-30 00:00:00,421,20-Jan
SRC1990126491,12/10/2018,2020-01-30 00:00:00,416,20-Jan
SRC1990218597,2/11/2019,2020-01-30 00:00:00,353,20-Jan
SRC1990058701,10/31/2018,2020-01-31 00:00:00,457,20-Jan
SRC1990260408,3/7/2019,2020-02-03 00:00:00,333,20-Feb
SRC1990199445,1/30/2019,2020-02-03 00:00:00,369,20-Feb
SRC1990260407,3/7/2019,2020-02-03 00:00:00,333,20-Feb
SRC1890673710,9/24/2018,2020-02-04 00:00:00,498,20-Feb
SRC1990045368,10/24/2018,2020-02-04 00:00:00,468,20-Feb
SRC1990120706,12/10/2018,2020-02-04 00:00:00,421,20-Feb
SRC1890663445,8/31/2018,2020-02-05 00:00:00,523,20-Feb
SRC1890544443,7/3/2018,2020-02-05 00:00:00,582,20-Feb
SRC1890576982,7/27/2018,2020-02-05 00:00:00,558,20-Feb
SRC1990429293,6/13/2019,2020-02-05 00:00:00,237,20-Feb
SRC1990235639,2/21/2019,2020-02-06 00:00:00,350,20-Feb
SRC1990307999,4/3/2019,2020-02-06 00:00:00,309,20-Feb
SRC1990112691,11/28/2018,2020-02-06 00:00:00,435,20-Feb
SRC1990224630,2/14/2019,2020-02-06 00:00:00,357,20-Feb
SRC1990078342,11/6/2018,2020-02-06 00:00:00,457,20-Feb
SRC1890542603,7/2/2018,2020-02-06 00:00:00,584,20-Feb
SRC1990083013,11/9/2018,2020-02-06 00:00:00,454,20-Feb
SRC1990353273,2019-04-29,2020-02-20 00:00:00,297,20-Feb
SRC1890617725,2018-08-16,2020-02-20 00:00:00,553,20-Feb
SRC1990353272,2019-04-29,2020-02-20 00:00:00,297,20-Feb
SRC1990352930,2019-04-29,2020-02-20 00:00:00,297,20-Feb
SRC1990117593,2018-12-04,2020-02-20 00:00:00,443,20-Feb
SRC1990049336,2018-10-19,2020-02-20 00:00:00,489,20-Feb
SRC1990353227,2019-04-29,2020-02-20 00:00:00,297,20-Feb
SRC1990352597,2019-04-29,2020-02-20 00:00:00,297,20-Feb
SRC1990352926,2019-04-29,2020-02-20 00:00:00,297,20-Feb
SRC1990224622,2019-02-14,2020-02-20 00:00:00,371,20-Feb
SRC1990163893,2018-12-28,2020-02-20 00:00:00,419,20-Feb
SRC1890662810,2018-08-31,2020-02-20 00:00:00,538,20-Feb
SRC1990353151,2019-04-29,2020-02-21 00:00:00,298,20-Feb
SRC1990154618,2018-12-19,2020-02-21 00:00:00,429,20-Feb
SRC1890618477,2018-08-22,2020-02-21 00:00:00,548,20-Feb
SRC1990078356,2018-11-06,2020-02-21 00:00:00,472,20-Feb
SRC1990260461,2019-03-07,2020-02-21 00:00:00,351,20-Feb
SRC1890525185,2018-06-22,2020-02-21 00:00:00,609,20-Feb
SRC1890600719,2018-08-10,2020-02-24 00:00:00,563,20-Feb
SRC1990358922,2019-05-02,2020-02-24 00:00:00,298,20-Feb
SRC1990353166,2019-04-29,2020-02-24 00:00:00,301,20-Feb
SRC1990353150,2019-04-29,2020-02-24 00:00:00,301,20-Feb
SRC1990102219,2018-11-29,2020-02-24 00:00:00,452,20-Feb
SRC1990353277,2019-04-29,2020-02-24 00:00:00,301,20-Feb
SRC1990309381,2019-04-04,2020-02-25 00:00:00,327,20-Feb
SRC1990122913,2018-12-07,2020-02-25 00:00:00,445,20-Feb
SRC1990018385,2018-10-09,2020-02-26 00:00:00,505,20-Feb
SRC1990132827,2018-12-17,2020-02-26 00:00:00,436,20-Feb
SRC1990120905,2018-12-05,2020-02-26 00:00:00,448,20-Feb
SRC1990034112,2018-10-17,2020-02-26 00:00:00,497,20-Feb
SRC1990187370,2019-01-22,2020-02-26 00:00:00,400,20-Feb
SRC1990135918,2018-12-12,2020-02-26 00:00:00,441,20-Feb
SRC1990139717,2018-12-21,2020-02-27 00:00:00,433,20-Feb
SRC1990053145,2018-10-29,2020-02-27 00:00:00,486,20-Feb
SRC1990030211,2018-10-15,2020-02-27 00:00:00,500,20-Feb
SRC1990191141,2019-01-24,2020-02-27 00:00:00,399,20-Feb
SRC1890663153,2018-08-31,2020-02-27 00:00:00,545,20-Feb
SRC1990260458,2019-03-07,2020-03-02 00:00:00,361,20-Mar
SRC1990353226,2019-04-29,2020-03-02 00:00:00,308,20-Mar
SRC1890536317,2018-07-05,2020-03-02 00:00:00,606,20-Mar
SRC1990353162,2019-04-29,2020-03-02 00:00:00,308,20-Mar
SRC1990352440,2019-04-29,2020-03-02 00:00:00,308,20-Mar
SRC1990218108,2019-02-11,2020-03-03 00:00:00,386,20-Mar
SRC1990353259,2019-04-29,2020-03-03 00:00:00,309,20-Mar
SRC1990352598,2019-04-29,2020-03-03 00:00:00,309,20-Mar
SRC1990260405,2019-03-07,2020-03-04 00:00:00,363,20-Mar
SRC1990369099,2019-05-08,2020-03-04 00:00:00,301,20-Mar
SRC1990358919,2019-05-02,2020-03-20 00:00:00,323,20-Mar
SRC1990364369,2019-05-06,2020-03-20 00:00:00,319,20-Mar
SRC1990364367,2019-05-06,2020-03-20 00:00:00,319,20-Mar
SRC1990364370,2019-05-06,2020-03-20 00:00:00,319,20-Mar
SRC1990357518,2019-05-02,2020-03-20 00:00:00,323,20-Mar
SRC1990364251,2019-05-06,2020-03-20 00:00:00,319,20-Mar
SRC1890642112,2018-09-07,2020-03-20 00:00:00,560,20-Mar
SRC1990364506,2019-05-06,2020-03-20 00:00:00,319,20-Mar
SRC1990364368,2019-05-06,2020-03-20 00:00:00,319,20-Mar
SRC1990384366,2019-05-17,2020-03-20 00:00:00,308,20-Mar
SRC1990103833,2018-11-20,2020-03-23 00:00:00,489,20-Mar
SRC1990373684,2019-05-10,2020-03-23 00:00:00,318,20-Mar
SRC1990373769,2019-05-10,2020-03-23 00:00:00,318,20-Mar
SRC1990466156,2019-07-10,2020-03-23 00:00:00,257,20-Mar
SRC1990369004,2019-05-08,2020-03-23 00:00:00,320,20-Mar
SRC1990359669,2019-05-03,2020-03-24 00:00:00,326,20-Mar
SRC1990373768,2019-05-10,2020-03-24 00:00:00,319,20-Mar
SRC1990358920,2019-05-02,2020-03-24 00:00:00,327,20-Mar
SRC1890663401,2018-08-31,2020-03-24 00:00:00,571,20-Mar
SRC1990224601,2019-02-14,2020-03-24 00:00:00,404,20-Mar
SRC1990371321,2019-05-09,2020-03-24 00:00:00,320,20-Mar
SRC1890575928,2018-07-26,2020-03-24 00:00:00,607,20-Mar
SRC1990357253,2019-05-02,2020-03-24 00:00:00,327,20-Mar
SRC1990373720,2019-05-10,2020-03-24 00:00:00,319,20-Mar
SRC1990359673,2019-05-03,2020-03-24 00:00:00,326,20-Mar
SRC1990369052,2019-05-08,2020-03-25 00:00:00,322,20-Mar
SRC1990109676,2018-11-30,2020-03-25 00:00:00,481,20-Mar
SRC1990163820,2019-01-03,2020-03-25 00:00:00,447,20-Mar
SRC1990357514,2019-05-02,2020-03-25 00:00:00,328,20-Mar
SRC1990364243,2019-05-06,2020-03-25 00:00:00,324,20-Mar
SRC1990409938,2019-06-03,2020-03-25 00:00:00,296,20-Mar
SRC2090119879,2020-01-03,2020-03-25 00:00:00,82,20-Mar
SRC1990120778,2018-12-10,2020-03-25 00:00:00,471,20-Mar
SRC1990364239,2019-05-06,2020-03-25 00:00:00,324,20-Mar
SRC1990228237,2019-02-19,2020-03-26 00:00:00,401,20-Mar
SRC1990399192,2019-05-28,2020-03-26 00:00:00,303,20-Mar
SRC1990172132,2019-01-14,2020-03-27 00:00:00,438,20-Mar
SRC1990359671,2019-05-03,2020-03-27 00:00:00,329,20-Mar
SRC1990408809,2019-06-03,2020-03-27 00:00:00,298,20-Mar
SRC1990359436,2019-05-03,2020-03-27 00:00:00,329,20-Mar
SRC1990403836,2019-05-29,2020-03-30 00:00:00,306,20-Mar
SRC1990399454,2019-05-28,2020-03-30 00:00:00,307,20-Mar
SRC1990195196,2019-01-28,2020-03-30 00:00:00,427,20-Mar
SRC1990403873,2019-05-29,2020-03-30 00:00:00,306,20-Mar
SRC1990399453,2019-05-28,2020-03-30 00:00:00,307,20-Mar
SRC1990399794,2019-05-28,2020-03-30 00:00:00,307,20-Mar
SRC1990399668,2019-05-28,2020-03-30 00:00:00,307,20-Mar
SRC1990403874,2019-05-29,2020-03-30 00:00:00,306,20-Mar
SRC1990399456,2019-05-28,2020-03-30 00:00:00,307,20-Mar
SRC1990321107,2019-04-10,2020-03-31 00:00:00,356,20-Mar
SRC1990381833,2019-05-16,2020-03-31 00:00:00,320,20-Mar
SRC1990163931,2019-01-03,2020-03-31 00:00:00,453,20-Mar
SRC1990417724,2019-06-06,2020-03-31 00:00:00,299,20-Mar
SRC1990417710,2019-06-06,2020-03-31 00:00:00,299,20-Mar
SRC1990417711,2019-06-06,2020-03-31 00:00:00,299,20-Mar
SRC1990358921,2019-05-02,2020-03-31 00:00:00,334,20-Mar
SRC1990373770,2019-05-10,2020-03-31 00:00:00,326,20-Mar
SRC1990399665,2019-05-28,2020-03-31 00:00:00,308,20-Mar
SRC1990417720,2019-06-06,2020-03-31 00:00:00,299,20-Mar
SRC1990417756,2019-06-06,2020-03-31 00:00:00,299,20-Mar
SRC1990417713,2019-06-06,2020-03-31 00:00:00,299,20-Mar
SRC1990373685,2019-05-10,2020-03-31 00:00:00,326,20-Mar
SRC1990359670,2019-05-03,2020-03-31 00:00:00,333,20-Mar
SRC1990375119,2019-05-10,2020-03-31 00:00:00,326,20-Mar
SRC1990373743,2019-05-10,2020-03-31 00:00:00,326,20-Mar
SRC1990371318,2019-05-09,2020-03-31 00:00:00,327,20-Mar
SRC1990417620,2019-06-06,2020-03-31 00:00:00,299,20-Mar
SRC1990383018,2019-05-16,2020-04-01 00:00:00,321,20-Apr
SRC1990399667,2019-05-28,2020-04-01 00:00:00,309,20-Apr
SRC1990398957,2019-05-28,2020-04-01 00:00:00,309,20-Apr
SRC1990276968,2019-03-14,2020-04-01 00:00:00,384,20-Apr
SRC1990417727,2019-06-06,2020-04-01 00:00:00,300,20-Apr
SRC1990359446,2019-05-03,2020-04-01 00:00:00,334,20-Apr
SRC1990224674,2019-02-14,2020-04-02 00:00:00,413,20-Apr
SRC1990380452,2019-05-15,2020-04-02 00:00:00,323,20-Apr
SRC1990000259,2018-09-26,2020-04-02 00:00:00,554,20-Apr
SRC1990369111,2019-05-08,2020-04-03 00:00:00,331,20-Apr
SRC1990325477,2019-03-12,2020-04-03 00:00:00,388,20-Apr
SRC1990386415,2019-05-20,2020-04-03 00:00:00,319,20-Apr
SRC1990406909,2019-05-31,2020-04-03 00:00:00,308,20-Apr
SRC1990429394,2019-06-13,2020-04-03 00:00:00,295,20-Apr
SRC1990373724,2019-05-10,2020-04-03 00:00:00,329,20-Apr
SRC1990383020,2019-05-16,2020-04-03 00:00:00,323,20-Apr
SRC1990364395,2019-05-06,2020-04-06 00:00:00,336,20-Apr
SRC1990396009,2019-05-23,2020-04-06 00:00:00,319,20-Apr
SRC1990381831,2019-05-16,2020-04-06 00:00:00,326,20-Apr
SRC1990396563,2019-05-24,2020-04-06 00:00:00,318,20-Apr
SRC1990396005,2019-05-23,2020-04-09 00:00:00,322,20-Apr
SRC1990396564,2019-05-24,2020-04-09 00:00:00,321,20-Apr
SRC1990391210,2019-05-21,2020-04-13 00:00:00,328,20-Apr
SRC1990399455,2019-05-28,2020-04-13 00:00:00,321,20-Apr
SRC1990499694,2019-08-01,2020-04-13 00:00:00,256,20-Apr
SRC1890663054,2018-08-31,2020-04-13 00:00:00,591,20-Apr
SRC1990396011,2019-05-23,2020-04-13 00:00:00,326,20-Apr
SRC1990396714,2019-05-24,2020-04-13 00:00:00,325,20-Apr
SRC1990536943,2019-08-30,2020-04-13 00:00:00,227,20-Apr
SRC1990380551,2019-05-15,2020-04-13 00:00:00,334,20-Apr
SRC1890327712,2018-03-15,2020-04-13 00:00:00,760,20-Apr
SRC1990408802,2019-06-03,2020-04-14 00:00:00,316,20-Apr
SRC1890238722,2018-02-01,2020-04-14 00:00:00,803,20-Apr
SRC1890594721,2018-08-03,2020-04-14 00:00:00,620,20-Apr
SRC1990417613,2019-06-06,2020-04-15 00:00:00,314,20-Apr
SRC1990500745,2019-08-02,2020-04-15 00:00:00,257,20-Apr
SRC1990394075,2019-05-23,2020-04-15 00:00:00,328,20-Apr
SRC1990087742,2018-11-19,2020-04-15 00:00:00,513,20-Apr
SRC1990364520,2019-05-06,2020-04-15 00:00:00,345,20-Apr
SRC1990393722,2019-05-22,2020-04-15 00:00:00,329,20-Apr
SRC1990422773,2019-06-10,2020-04-16 00:00:00,311,20-Apr
SRC1990393723,2019-05-22,2020-04-16 00:00:00,330,20-Apr
SRC1990481118,2019-07-22,2020-04-16 00:00:00,269,20-Apr
SRC1990263072,2019-03-06,2020-04-16 00:00:00,407,20-Apr
SRC1990409937,2019-06-03,2020-04-16 00:00:00,318,20-Apr
SRC2090062791,2019-11-15,2020-04-16 00:00:00,153,20-Apr
SRC1990422769,2019-06-10,2020-04-16 00:00:00,311,20-Apr
SRC1990455043,2019-06-28,2020-04-16 00:00:00,293,20-Apr
SRC1990420192,2019-06-07,2020-04-17 00:00:00,315,20-Apr
SRC1990499698,2019-08-01,2020-04-17 00:00:00,260,20-Apr
SRC1990399452,2019-05-28,2020-04-17 00:00:00,325,20-Apr
SRC1990421857,2019-06-10,2020-04-20 00:00:00,315,20-Apr
SRC1990473807,2019-07-16,2020-04-20 00:00:00,279,20-Apr
SRC1990203782,2019-02-01,2020-04-20 00:00:00,444,20-Apr
SRC1990254946,2019-03-01,2020-04-20 00:00:00,416,20-Apr
SRC1890636606,2018-08-27,2020-04-20 00:00:00,602,20-Apr
SRC1990373657,2019-05-10,2020-04-20 00:00:00,346,20-Apr
SRC1990421859,2019-06-10,2020-04-20 00:00:00,315,20-Apr
SRC1990422729,2019-06-10,2020-04-20 00:00:00,315,20-Apr
SRC1990393659,2019-05-22,2020-04-20 00:00:00,334,20-Apr
SRC1990409949,2019-06-03,2020-04-20 00:00:00,322,20-Apr
SRC1990421861,2019-06-10,2020-04-20 00:00:00,315,20-Apr
SRC1990373738,2019-05-10,2020-04-20 00:00:00,346,20-Apr
SRC1990499693,2019-08-01,2020-04-20 00:00:00,263,20-Apr
SRC1990408811,2019-06-03,2020-04-20 00:00:00,322,20-Apr
SRC1990393724,2019-05-22,2020-04-20 00:00:00,334,20-Apr
SRC1990500785,2019-08-02,2020-04-21 00:00:00,263,20-Apr
SRC1990478320,2019-07-19,2020-04-21 00:00:00,277,20-Apr
SRC1990480691,2019-07-22,2020-04-21 00:00:00,274,20-Apr
SRC1990480689,2019-07-22,2020-04-21 00:00:00,274,20-Apr
SRC1990473609,2019-07-15,2020-04-21 00:00:00,281,20-Apr
SRC1990471543,2019-07-15,2020-04-21 00:00:00,281,20-Apr
SRC1990501669,2019-07-31,2020-04-21 00:00:00,265,20-Apr
SRC1990480693,2019-07-22,2020-04-21 00:00:00,274,20-Apr
SRC1990471544,2019-07-15,2020-04-21 00:00:00,281,20-Apr
SRC1990454729,2019-06-28,2020-04-21 00:00:00,298,20-Apr
SRC1990471494,2019-07-15,2020-04-21 00:00:00,281,20-Apr
SRC1990478316,2019-07-19,2020-04-21 00:00:00,277,20-Apr
SRC1890665448,2018-09-19,2020-04-21 00:00:00,580,20-Apr
SRC1990441714,2019-06-20,2020-04-21 00:00:00,306,20-Apr
SRC1990471496,2019-07-15,2020-04-22 00:00:00,282,20-Apr
SRC1990471385,2019-07-15,2020-04-22 00:00:00,282,20-Apr
SRC1990473808,2019-07-16,2020-04-22 00:00:00,281,20-Apr
SRC1990484533,2019-07-24,2020-04-22 00:00:00,273,20-Apr
SRC1990484534,2019-07-24,2020-04-22 00:00:00,273,20-Apr
SRC1990475036,2019-07-17,2020-04-22 00:00:00,280,20-Apr
SRC1990473804,2019-07-16,2020-04-22 00:00:00,281,20-Apr
SRC1990471389,2019-07-15,2020-04-22 00:00:00,282,20-Apr
SRC1990499699,2019-08-01,2020-04-22 00:00:00,265,20-Apr
SRC1990475037,2019-07-17,2020-04-22 00:00:00,280,20-Apr
SRC1990468533,2019-07-11,2020-04-22 00:00:00,286,20-Apr
SRC1990393721,2019-05-22,2020-04-22 00:00:00,336,20-Apr
SRC1990480695,2019-07-22,2020-04-22 00:00:00,275,20-Apr
SRC1990396006,2019-05-23,2020-04-22 00:00:00,335,20-Apr
SRC1990471492,2019-07-15,2020-04-22 00:00:00,282,20-Apr
SRC1990468452,2019-07-11,2020-04-22 00:00:00,286,20-Apr
SRC1990471542,2019-07-15,2020-04-22 00:00:00,282,20-Apr
SRC1990408810,2019-06-03,2020-04-22 00:00:00,324,20-Apr
SRC1990429236,2019-06-06,2020-04-23 00:00:00,322,20-Apr
SRC1890665872,2018-09-19,2020-04-23 00:00:00,582,20-Apr
SRC1990475163,2019-07-17,2020-04-23 00:00:00,281,20-Apr
SRC1990475039,2019-07-17,2020-04-23 00:00:00,281,20-Apr
SRC1990395996,2019-05-23,2020-04-23 00:00:00,336,20-Apr
SRC1990475033,2019-07-17,2020-04-23 00:00:00,281,20-Apr
SRC1990373686,2019-05-10,2020-04-23 00:00:00,349,20-Apr
SRC1990471493,2019-07-15,2020-04-23 00:00:00,283,20-Apr
SRC1990471387,2019-07-15,2020-04-23 00:00:00,283,20-Apr
SRC1990499697,2019-08-01,2020-04-23 00:00:00,266,20-Apr
SRC1990425611,2019-06-04,2020-04-23 00:00:00,324,20-Apr
SRC1990475038,2019-07-17,2020-04-23 00:00:00,281,20-Apr
SRC1990471390,2019-07-15,2020-04-23 00:00:00,283,20-Apr
SRC1990475058,2019-07-17,2020-04-23 00:00:00,281,20-Apr
SRC1990475161,2019-07-17,2020-04-23 00:00:00,281,20-Apr
SRC1990408795,2019-06-03,2020-04-23 00:00:00,325,20-Apr
SRC2090015622,2019-10-09,2020-04-23 00:00:00,197,20-Apr
SRC1990484477,2019-07-24,2020-04-24 00:00:00,275,20-Apr
SRC1990475035,2019-07-17,2020-04-24 00:00:00,282,20-Apr
SRC1990468532,2019-07-11,2020-04-24 00:00:00,288,20-Apr
SRC1990480690,2019-07-22,2020-04-24 00:00:00,277,20-Apr
SRC1990480694,2019-07-22,2020-04-24 00:00:00,277,20-Apr
SRC1990476435,2019-07-18,2020-04-24 00:00:00,281,20-Apr
SRC1990500798,2019-08-02,2020-04-24 00:00:00,266,20-Apr
SRC1990476433,2019-07-18,2020-04-24 00:00:00,281,20-Apr
SRC1990475162,2019-07-17,2020-04-24 00:00:00,282,20-Apr
SRC1990485272,2019-07-25,2020-04-25 00:00:00,275,20-Apr
SRC1990485575,2019-07-25,2020-04-25 00:00:00,275,20-Apr
SRC1990424827,2019-06-11,2020-04-25 00:00:00,319,20-Apr
SRC1990396567,2019-05-24,2020-04-27 00:00:00,339,20-Apr
SRC1890632133,2018-08-30,2020-04-27 00:00:00,606,20-Apr
SRC1990464158,2019-07-08,2020-04-27 00:00:00,294,20-Apr
SRC1990421805,2019-06-03,2020-04-27 00:00:00,329,20-Apr
SRC1990484535,2019-07-24,2020-04-27 00:00:00,278,20-Apr
SRC1990468333,2019-07-11,2020-04-27 00:00:00,291,20-Apr
SRC1990471506,2019-07-15,2020-04-27 00:00:00,287,20-Apr
SRC1990418433,2019-06-07,2020-04-27 00:00:00,325,20-Apr
SRC1990484531,2019-07-24,2020-04-28 00:00:00,279,20-Apr
SRC1990406911,2019-05-31,2020-04-28 00:00:00,333,20-Apr
SRC1990538747,2019-09-03,2020-04-28 00:00:00,238,20-Apr
SRC1990484334,2019-07-24,2020-04-28 00:00:00,279,20-Apr
SRC1990500746,2019-08-02,2020-05-15 00:00:00,287,20-May
SRC2090168613,2020-02-10,2020-05-15 00:00:00,95,20-May
SRC1990449108,2019-06-25,2020-05-15 00:00:00,325,20-May
SRC1990452405,2019-06-27,2020-05-18 00:00:00,326,20-May
SRC1990487713,2019-07-26,2020-05-18 00:00:00,297,20-May
SRC1990449184,2019-06-25,2020-05-18 00:00:00,328,20-May
SRC1990449195,2019-06-25,2020-05-18 00:00:00,328,20-May
SRC1990463726,2019-07-08,2020-05-18 00:00:00,315,20-May
SRC1990456400,2019-07-01,2020-05-18 00:00:00,322,20-May
SRC1990463939,2019-07-08,2020-05-18 00:00:00,315,20-May
SRC1990456397,2019-07-01,2020-05-18 00:00:00,322,20-May
SRC1990450573,2019-06-26,2020-05-18 00:00:00,327,20-May
SRC1990464156,2019-07-08,2020-05-18 00:00:00,315,20-May
SRC1990464152,2019-07-08,2020-05-18 00:00:00,315,20-May
SRC1990456401,2019-07-01,2020-05-18 00:00:00,322,20-May
SRC1990463802,2019-07-08,2020-05-18 00:00:00,315,20-May
SRC1990463937,2019-07-08,2020-05-19 00:00:00,316,20-May
SRC2090184366,2020-02-21,2020-05-19 00:00:00,88,20-May
SRC1990485174,2019-07-23,2020-05-19 00:00:00,301,20-May
SRC1990487238,2019-07-24,2020-05-19 00:00:00,300,20-May
SRC2090198026,2020-03-02,2020-05-19 00:00:00,78,20-May
SRC1990478335,2019-07-19,2020-05-19 00:00:00,305,20-May
SRC1990464123,2019-07-08,2020-05-19 00:00:00,316,20-May
SRC1990463728,2019-07-08,2020-05-19 00:00:00,316,20-May
SRC1990415591,2019-06-05,2020-05-19 00:00:00,349,20-May
SRC1990450518,2019-06-26,2020-05-20 00:00:00,329,20-May
SRC1990464121,2019-07-08,2020-05-20 00:00:00,317,20-May
SRC1990463799,2019-07-08,2020-05-20 00:00:00,317,20-May
SRC1990446622,2019-06-24,2020-05-20 00:00:00,331,20-May
SRC1990478306,2019-07-19,2020-05-20 00:00:00,306,20-May
SRC1990493574,2019-07-29,2020-05-21 00:00:00,297,20-May
SRC1990500823,2019-08-02,2020-05-21 00:00:00,293,20-May
SRC1990493242,2019-07-29,2020-05-21 00:00:00,297,20-May
SRC1990463725,2019-07-08,2020-05-21 00:00:00,318,20-May
SRC1990463800,2019-07-08,2020-05-21 00:00:00,318,20-May
SRC1990555977,2019-09-16,2020-05-21 00:00:00,248,20-May
SRC1990508513,2019-08-08,2020-05-21 00:00:00,287,20-May
SRC1990455047,2019-06-28,2020-05-22 00:00:00,329,20-May
SRC1990506099,2019-08-05,2020-05-22 00:00:00,291,20-May
SRC1990506038,2019-08-05,2020-05-22 00:00:00,291,20-May
SRC1990454963,2019-06-28,2020-05-22 00:00:00,329,20-May
SRC1990456380,2019-07-01,2020-05-22 00:00:00,326,20-May
SRC1990506039,2019-08-05,2020-05-22 00:00:00,291,20-May
SRC1990431135,2019-06-14,2020-05-26 00:00:00,347,20-May
SRC1990528073,2019-08-23,2020-05-26 00:00:00,277,20-May
SRC1990506098,2019-08-05,2020-05-26 00:00:00,295,20-May
SRC1990493263,2019-07-29,2020-05-26 00:00:00,302,20-May
SRC1990197598,2019-01-28,2020-05-26 00:00:00,484,20-May
SRC1990440838,2019-06-20,2020-05-26 00:00:00,341,20-May
SRC1990506040,2019-08-05,2020-05-26 00:00:00,295,20-May
SRC2090015621,2019-10-09,2020-05-26 00:00:00,230,20-May
SRC1990542738,2019-09-05,2020-05-26 00:00:00,264,20-May
SRC1990493804,2019-07-29,2020-05-26 00:00:00,302,20-May
SRC1990434637,2019-06-17,2020-05-27 00:00:00,345,20-May
SRC1990555951,2019-09-16,2020-05-27 00:00:00,254,20-May
SRC1990505826,2019-08-05,2020-05-27 00:00:00,296,20-May
SRC2090037265,2019-10-25,2020-05-27 00:00:00,215,20-May
SRC1990493932,2019-07-29,2020-05-27 00:00:00,303,20-May
SRC1990446629,2019-06-24,2020-05-27 00:00:00,338,20-May
SRC1990535136,2019-08-28,2020-05-27 00:00:00,273,20-May
SRC1990461573,2019-07-05,2020-05-27 00:00:00,327,20-May
SRC1990150883,2018-12-19,2020-05-27 00:00:00,525,20-May
SRC1990245608,2019-02-19,2020-05-27 00:00:00,463,20-May
SRC1990546900,2019-09-09,2020-05-27 00:00:00,261,20-May
SRC1990459824,2019-07-03,2020-05-27 00:00:00,329,20-May
SRC1990436770,2019-06-18,2020-05-27 00:00:00,344,20-May
SRC1990506046,2019-08-05,2020-05-28 00:00:00,297,20-May
SRC1990527143,2019-08-22,2020-05-28 00:00:00,280,20-May
SRC1990508023,2019-08-07,2020-05-28 00:00:00,295,20-May
SRC1990445971,2019-06-24,2020-05-28 00:00:00,339,20-May
SRC1990446761,2019-06-24,2020-05-28 00:00:00,339,20-May
SRC1990546912,2019-09-09,2020-05-28 00:00:00,262,20-May
SRC1990490631,2019-07-26,2020-05-28 00:00:00,307,20-May
SRC1990328325,2019-04-12,2020-05-28 00:00:00,412,20-May
SRC1990498978,2019-07-30,2020-05-28 00:00:00,303,20-May
SRC1990236348,2019-02-13,2020-05-28 00:00:00,470,20-May
SRC1990446631,2019-06-24,2020-05-28 00:00:00,339,20-May
SRC1990498167,2019-07-30,2020-05-28 00:00:00,303,20-May
SRC1990231769,2019-02-11,2020-05-28 00:00:00,472,20-May
SRC1990489200,2019-07-25,2020-05-29 00:00:00,309,20-May
SRC2090070330,2019-11-21,2020-05-29 00:00:00,190,20-May
src1990485574,2019-07-25 00:00:00,2020-06-02 00:00:00,313,20-Jun
src1990513878,2019-07-25 00:00:00,2020-06-01 00:00:00,312,20-Jun
src1990527171,2019-08-22 00:00:00,2020-06-01 00:00:00,284,20-Jun
src1990528119,2019-08-23 00:00:00,2020-06-01 00:00:00,283,20-Jun
src1990115047,2018-11-29 00:00:00,2020-06-01 00:00:00,550,20-Jun
src1990528021,2019-08-23 00:00:00,2020-06-01 00:00:00,283,20-Jun
src2090036997,2019-10-25 00:00:00,2020-06-01 00:00:00,220,20-Jun
